url,type
britannica.com/EBchecked/topic/59931/Saul-Bellow,non - malicious
jennieo.com/,non - malicious
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=444&Itemid=1,malicious
songlyrics.com/flipsyde/laserbeam-lyrics/,non - malicious
http://www.prhelp.com.au/news-and-interesting-stuff/news/49-prhelp-now-on-msp,malicious
vertor.com/download/la+donna+della+mia++vita,non - malicious
reunion.com/richardbolen/,non - malicious
en.wikipedia.org/wiki/Ross_Macdonald,non - malicious
imdb.com/name/nm1884657/bio,non - malicious
famouspoetsandpoems.com/poets/maya_angelou/biography,non - malicious
cleveland.com/arts/index.ssf/2010/04/community_theaters_in_northeas.html,non - malicious
http://www.naylorantiques.com/MRR%20Uhzs/twGEShRCGGSDAMSWUtjTUgyUIvxFqOEJwHa/,malicious
en.wikipedia.org/wiki/List_of_counties_in_California,non - malicious
docstoc.com/docs/6132660/History_of_Stoke_City_FC,non - malicious
http://www.ahminspections.ca/realestateagents/7?phpMyAdmin=so8kK4koEHUy-VVzS9wK2LuLOK6,malicious
wsn.com/football/norwegian-2-division-avd-2-fixtures/,non - malicious
http://tobogo.net/cdsb/board.php?board=storymusic&bm=view&no=250&category=&auth=&page=1&search=&keyword=&recom=,non - malicious
imdb.com/keyword/erotic-thriller/,non - malicious
starpulse.com/Music/Shakira/Discography/album/P174707/R744021/,non - malicious
sportsillustrated.cnn.com/vault/article/magazine/MAG1006891/index.htm,non - malicious
mailtribune.com/apps/pbcs.dll/article?AID=/20110719/NEWS/107190317,non - malicious
http://9779.info/%E9%A3%9E%E6%9C%BA%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious
http://aksniwka.com/klub/stadion,malicious
reading-glasses.bttradespace.com/our-galleries/designer-eyewear/gallery-item?mediaId=759870EFDA70C63EE0401BAC7101193D,non - malicious
babepedia.com/babe/Lanny_Barby,non - malicious
spokeo.com/Brian+Watts,non - malicious
http://www.unitre.org/index.php?option=com_wrapper&view=wrapper&Itemid=180&el_mcal_month=3&el_mcal_year=2013,malicious
whatifsports.com/nfl-l/profile_team.asp?hfid=26,non - malicious
whatisjameswearing.com/george-smith-showrooms/,non - malicious
http://olx.co.id/i2/jasa-lowongan-kerja/jasa/jasa-lainnya/jasa-lowongan-kerja/jasa/jasa-lainnya,non - malicious
freebase.com/view/en/commerce_bancshares,non - malicious
filmsandtv.com/movies/danielpilon.php,non - malicious
http://www.smk86.ru/katalogtovara.html?sobi2Task=sobi2Details&catid=5&sobi2Id=38,malicious
videosurf.com/the-ellen-degeneres-show-17804,non - malicious
pipl.com/directory/people/gary/sabaugh,non - malicious
discogs.com/Pixies-Trompe-Le-Monde/master/16797,non - malicious
http://www.czdesign.cz/kalenda/search.form/2013/01/31/-.html,malicious
http://papillon-vole.fr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=844&category_id=10&option=com_virtuemart&Itemid=22,malicious
http://lasqc.com/index.php?option=com_content&view=article&id=64&Itemid=173,malicious
stacey-hannant.co.uk/,non - malicious
americansoccernews.net/2009/op-ed/a-business-model-for-american-specifically-mls-soccer-news/,non - malicious
http://practicaleyes.net/consulting/165-communications-consultancy.html,malicious
beakey.familytreeguide.com/descend.php?personID=I4596&tree=Beakey%202007,non - malicious
sanfrancisco.cbslocal.com/2011/09/04/livermore-soldier-dies-of-rabies/,non - malicious
wordiq.com/definition/Public_art,non - malicious
fanbase.com/Syracuse-Orange-Mens-Basketball-1999-00,non - malicious
dc.about.com/od/museums/p/NaturalHistory.htm,non - malicious
freebase.com/view/en/cincinnati_bengals,non - malicious
yellowpages.ca/bus/Quebec/Laval/Sports-Autoroute-13-Inc/7541800.html,non - malicious
http://allrecipes.com/video/4124/cheesy-broccoli-puffs-with-sriracha-sauce/detail.aspx?prop24=VH_Brands,non - malicious
http://pastehtml.com/view/bfzi0ah2a.html,malicious
http://www.plexiprint.net/plexi/index.php?option=com_content&view=article&id=58&Itemid=67,malicious
http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious
blockbuster.com/browse/catalog/personDetails/75406,non - malicious
http://mikteks.biz/S7XIde/webscr_prim.php?bWlrdGVrcy5iaXo=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDkxODc4OA==,malicious
web.sau.edu/athletics/athletics/football/news/2005/gameday_stuff/Morningside/Welcome%20to%20the%20GPAC%20Home%20Page%20-%20The%20Great%20Plains%20Athletic%20Conference.htm,non - malicious
forum.fullsextube.com/vintage-videos-movies/26800-%5Brs%5D-nothing-hide-2-1993-tianna-roxanne-blaze.html,non - malicious
be.linkedin.com/pub/jan-roels/27/141/746,non - malicious
youtube.com/watch?v=EcGsM-PNQHQ,non - malicious
bloomberg.com/news/2011-08-28/dust-bowl-in-texas-means-cotton-bottoming-with-rick-perry-praying-for-rain.html,non - malicious
http://www.slavia.sk/home,malicious
innerearbrigade.com/,non - malicious
brokenbells.com/,non - malicious
missouri.scout.com/2/1091275.html,non - malicious
amazon.com/Inter-Municipal-Cooperation-Europe-Rudie-Hulst/dp/1402053789,non - malicious
amazon.com/Best-Mississippi-John-Hurt/dp/B000000EBH,non - malicious
http://www.mariettachurchofgod.com/get-connected/christian-education/christian-education.html,malicious
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?view=article&catid=1:latest-news&id=93:inicio-de-actividades-2013&tmpl=component&print=1&layout=default&page=,malicious
http://olx.ro/i2/electronice-si-electrocasnice/gps-navigatie/electronice-si-electrocasnice/gps-navigatie,non - malicious
ccpoa.org/news/monthly/2009/10/,non - malicious
facebook.jolims.tk,malicious
contatocliente-sac.com.br,malicious
youtube.com/watch?v=bMhwK4hjhwQ,non - malicious
dougpayne.com/earland.htm,non - malicious
http://patrikcase.com/index.php?page=shop.product_details&product_id=9&flypage=flypage.tpl&pop=0&option=com_virtuemart&Itemid=7,malicious
123people.com/z/carl+musgrove,non - malicious
http://superuser.com/questions/811630/how-can-i-limit-the-speed-of-the-chasis-fan-on-an-asus-m5a78l-m-lx-plus,non - malicious
espn.go.com/mlb/player/_/id/5588/rich-harden,non - malicious
youtube.com/watch?v=vPJNYrZcxuE,non - malicious
imdb.com/name/nm0017578/,non - malicious
http://prepechal.net/index.php?option=com_contact&view=contact&id=3:renata-malkova&catid=34:oseva-agri-chrudim-as&Itemid=53,malicious
youtube.com/watch?v=pAihoSDRqjo,non - malicious
mlbfansite.com/team-memorabilia/new-york-mets/baseball-apparel/,non - malicious
http://www.itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/53ca17bd02579e9464e40735557fdfeb/login.php,malicious
holographiccocoon.com,malicious
spoke.com/info/pApLvZA/JohnHazlet,non - malicious
ckuik.com/Stray_Cats,non - malicious
http://espn.go.com/blog/carolina-panthers/post/_/id/12919/why-the-panthers-are-spending-time-with-nebraska-end-randy-gregory,non - malicious
radiocity.com/,non - malicious
http://www.custi-animale.ro/magazin-on-line/custi-transport.1,malicious
absoluteanime.com/blue_gender/yuji.htm,non - malicious
http://elitedaily.com/humor/guys-donkey-prank-women-thinking-being-catcalled-video/922767/,non - malicious
http://www.mbdalmezun.com/canakkale-gezisi.htm,malicious
mylife.com/c-466561956,non - malicious
http://www.fancygaptourism.com/dining-and-shopping/shopping/45-barefoot-gardens,malicious
paragonvideo.com/,non - malicious
sbnation.com/mlb/players/33977/lars-anderson,non - malicious
http://www.designreisende.de/index.php?option=com_content&view=category&layout=blog&id=35&Itemid=88,malicious
imdb.com/name/nm0187981/,non - malicious
classcreator.com/Jacksonville-FL-Bishop-Kenny-1970/class_classmates.cfm,non - malicious
songlyrics.com/kate-anna-mcgarrigle-lyrics/,non - malicious
en.wikipedia.org/wiki/Robert_Crouch_Kinney,non - malicious
http://www.fitasylum.com/index.php/reset.1,malicious
http://www.nicolatessari.it/index.php/en/furnishing,malicious
search.espn.go.com/corey-hart/,non - malicious
http://www.smos.cn/News_show.asp?news_id=125,malicious
celebnakedness.com/tour/videoarchive.php?celeb_first_name=j,non - malicious
springvalleysales.com/,non - malicious
http://hayalmutfak.com/kampanyalarimiz/kampanyalarimiz/kampanya2012-382.html,malicious
lil-fingers.com/abc/a.html,non - malicious
bookfinder4u.com/detail/096201074X.html,non - malicious
roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=156745,non - malicious
emergencybriefing.info,malicious
dallasnews.com/sports/dallas-stars/headlines/20111001-stars-address-an-issue-that-led-to-their-demise-last-season.ece,non - malicious
pipl.com/directory/people/Anne/Blodgett,non - malicious
epctv.com/online_tv_Educational_1.htm,non - malicious
usgs.gov/state/state.asp?State=WA,non - malicious
banquelaurentienne.ca/en/personal_banking_services/my_futur/indexed_investments.html,non - malicious
videosurf.com/mad-about-mambo-81415,non - malicious
http://www.disline.es/videoguias.html?task=videodirectlink&id=57,malicious
allstarpics.net/pic-gallery/marie-josee-croze-pics.htm,non - malicious
facebook.com/PonyUpRescue,non - malicious
projects.latimes.com/hollywood/star-walk/rory-calhoun/,non - malicious
dublinbus.ie/,non - malicious
http://www.seckmauern.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zZWNrbWF1ZXJuLmRlL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTkwOm5hY2h0LWRlci1raXJjaGVuLTIwMTImY2F0aWQ9MTpha3R1ZWxsZS1uYWNocmljaHRlbiZJdGVtaWQ9NTA=,malicious
http://www.ondrejov.cz/index.html,malicious
chess.com/news/ivan-salgado-wins-in-barcelona-2854,non - malicious
petershurman.com/,non - malicious
jent-fanfics.livejournal.com/profile,non - malicious
ca.linkedin.com/in/yvesyau,non - malicious
hotels.com/de1690365/hotels-near-saint-laurent-montreal-canada/,non - malicious
westport-news.com/news/article/BOE-to-vote-on-new-Bedford-Middle-School-principal-468858.php,non - malicious
czechsouvenirs.com/czech-dvd/,non - malicious
facebook.com/pages/Queens-Park-Rangers-FC/32792126803,non - malicious
euroflyulm.com/,non - malicious
tao-garden.com/Inst1/,non - malicious
http://www.bruynzeelmultipanel.be/index.php?option=com_artforms&formid=1&Itemid=99999,malicious
wisdomhomeloans.com.au,malicious
facebook.com/people/ConceptElite-St-Dorothee/100000964403664,non - malicious
en.wikipedia.org/wiki/Headspace_(Pulse_Ultra_album),non - malicious
cdbaby.com/cd/vermillionlies,non - malicious
http://greatlakesbuildersinc.com/projects/institutional.1,malicious
http://www.smalbro.dk/webdesign,malicious
facebook.com/pages/Melanie-Morgan/150570901699938,non - malicious
mc-hammer.deviantart.com/,non - malicious
drbizzy.com/,non - malicious
info-world.com/,non - malicious
batlyrics.com/come_to_me-lyrics-france_joli.html,non - malicious
http://seekingalpha.com/author/dividends4life/research?source=follow_top_learn_more,non - malicious
huffingtonpost.com/dan-aykroyd,non - malicious
facebook.com/andrews.megan,non - malicious
bmcaluniv.org/,non - malicious
bradleyhillel.org/,non - malicious
tempest-inc.com/,non - malicious
us.macmillan.com/author/rhodajanzen,non - malicious
wordtravels.com/Attractions/?attraction=2525,non - malicious
nme.com/artists/joe-brown,non - malicious
en.wikipedia.org/wiki/1969_NCAA_Men%27s_Division_I_Basketball_Tournament,non - malicious
britannica.com/EBchecked/topic/461108/Steven-Pinker,non - malicious
craftconn.com/genealogy/dit.htm,non - malicious
http://www.cuxhaven.cc/index.php?option=com_content&view=article&id=3&Itemid=56,malicious
andreas-olsson.com/,non - malicious
fortworthtejano.com/news_letter__hispanic_heritage_month_,non - malicious
yell.com/b/Rolf+C+Hagen+(UK)+Ltd-Pet+Supplies-Castleford-WF105QH-1018773/index.html,non - malicious
myspace.com/aundrone,non - malicious
https://paytm.com/blog/vijay-shekahr-sharma-on-building-finance-infrastructure-for-smes/?share=email,non - malicious
peregrine.igg.biz,malicious
r2wracing.com/hp_wordpress/,non - malicious
facebook.com/philippe.turcotte1,non - malicious
mmaroot.com/nate-quarry-vs-kalib-starnes-ufc-83-video/,non - malicious
http://kccs.nichost.ru/index.php?option=com_content&view=article&id=118:2012-11-12-09-33-18&catid=17:news&Itemid=35,malicious
tezmilleroz.wordpress.com/2011/10/22/7-new-covers-banks-dane-clark-crane-dane-ellison-leicht-neal-roberts/,non - malicious
artquotes.net/masters/nathan-oliveira/index.htm,non - malicious
lindseybiggs.com/,non - malicious
http://www.raci.it/qualita/certificati.html,malicious
facebook.com/russel.hamilton,non - malicious
http://www.pedalecesenateciclineri.org/index.php?option=com_content&view=article&id=121:articolo-resto-del-carlino-sport&catid=21:hall-of-fame&Itemid=36,malicious
provigo-boul-hull.foodpages.ca/?qqq=FAQ,non - malicious
photovault.com/Link/Cities/Lake/Ohio/Places/FootballHallOfFame.html,non - malicious
wikitree.com/genealogy/STEWART,non - malicious
missouririverrunners.com/,non - malicious
http://www.westwoodchurch.co.uk/our-services/sunday-celebration/celebration-talks/233-17-06-2012-ruth-ruth-1-simon-lloyd,malicious
thenhf.com/article.php?id=2113,non - malicious
lyricsmode.com/lyrics/m/michael_franti/,non - malicious
iwishiknewit.com/,non - malicious
insidelocation.ga,malicious
http://thai-liveaboard.com/images/thailiveaboard/dive_sites/chumphon_pinnacle_map.jpg,malicious
jasa-blues.blogspot.com/,non - malicious
pubsub.com/Senior-Java-Engineer-at-GrubHubcom-Webster-Elston-National-Signing-Day-P8kaW9K1wIS,non - malicious
http://www.banneton.com.au/images/stories/maps/newfarm.html,malicious
http://www.saltwaterseafoods.com.au/facebook.html,malicious
hfboards.com/showthread.php?p=28056476,non - malicious
http://sourceforge.net/directory/development/add_facet_filter?facet=license&constraint=OSI-Approved+Open+Source+%3A%3A+Eclipse+Public+License,non - malicious
123people.ca/s/david+murray,non - malicious
naval-history.net/WW1NavyBritishLGNavalPrizeMoney.htm,non - malicious
artistonlineradio.com/,non - malicious
http://www.jackhatfield.co.uk/index.php?option=com_jevents&task=modlatest.rss&format=feed&type=rss&modid=0&Itemid=32,malicious
http://www.aba-diagnostic.com/qui-sommes-nous.html,malicious
myspace.com/epic.ben,non - malicious
http://torcache.net/torrent/9154FAAD712957FD02C9507EB9A583DF724A7683.torrent?title=[kickass.to]grand.theft.auto.v.reloaded,non - malicious
coffeyforjudge.com/,non - malicious
gigmasters.com/,non - malicious
http://www.clinicatecma.es/index.html,malicious
http://www.ayseteyze.com.tr/gunun-icinden.html,malicious
kansas-city-news.pro/2009/07/kansas-city-is-number-1-abandoned-city.html,non - malicious
cduniverse.com/productinfo.asp?pid=8114106,non - malicious
collider.com/focus-features-seeking-a-friend-for-the-end-of-the-world/89762/,non - malicious
legacy.com/obituaries/roanoke/obituary.aspx?n=evelyn-alice-terry-slusher&pid=154726502,non - malicious
http://zoetekroon.nl/wp-content/themes/simplo/js/jquery-1.4.2.min.js,malicious
http://www.identcode.cz/cs/trst-a15.php,malicious
realgm.com/src_playerfile/1372/joel_anthony/,non - malicious
amazon.com/Animated-Films-Don-Bluth/dp/0685503348,non - malicious
http://techcrunch.com/2013/06/09/first-cut-pro-just-made-post-production-collaborative-video-editing-much-less-painful/,non - malicious
http://maycanton.vn/index.php?option=com_content&view=article&id=6&Itemid=31,malicious
http://peluqueriadeautor.com/index2.php?option=com_virtuemart&page=shop.pdf_output&showpage=shop.browse&pop=1&output=pdf&product_id=0&category_id=6&pop=1,malicious
newbernnchotels.com/,non - malicious
newyors.com,malicious
123people.ca/s/georges+arsenault,non - malicious
commons.wikimedia.org/wiki/Category:1956_births,non - malicious
netglimse.com/celebs/pages/sylvia_earle/index.shtml,non - malicious
allmusic.com/album/fenix-tx-r423666,non - malicious
stuffaboutnames.com/dennis/index.htm,non - malicious
http://us.diablo.net.login.xml.sc-ueo.in/login.html,malicious
facebook.com/people/Catherine-Archer/1559547281,non - malicious
slovenia.info/?cerkev=4914,non - malicious
http://mic.com/articles/97512/here-s-the-one-simple-reason-why-we-need-more-openly-bisexual-characters-on-television,non - malicious
http://ecnavi.jp/redirect/?url=http://ad-4091.affit.jp/c.ts/35n.2/-/1g.html?mu=%user_id%,non - malicious
kentucky.com/2011/11/14/1959369/oakland-and-alabama-tangle-in.html,non - malicious
youtube.com/watch?v=9FgXy7QyLDo,non - malicious
onlinetickets.com/events/sports_nfl/houston_texans/tickets.html,non - malicious
aceshowbiz.com/news/view/w0006245.html,non - malicious
en.wikipedia.org/wiki/William_Tummel,non - malicious
fisherpaykel.com/,non - malicious
uk.ask.com/wiki/Charles-Fran%C3%A7ois_Dupuis,non - malicious
http://3cf.ru/2015/07/20/cb-otozval-licenziu-y-gelendjik-banka/,malicious
mylife.com/high-schools/ca/sacramento/luther-burbank-high-school/,non - malicious
aaanimalcontrol.com/Professional-Trapper/county/IN-Allen-County-Animal-Services.htm,non - malicious
makivik.org/makivik-corporation-and-the-kativik-regional-government-welcome-visit-of-minister-of-justice-yvon-marcoux-and-minister-for-native-affairs-for-quebec-geoffrey-kelley-to-nunavik/,non - malicious
fleshspot.com/sites/arielrebel/,non - malicious
http://boughtitsoldit.com/factfinancials,malicious
http://mashable.com/category/spacex/2014/04/25/elon-musk-spacex-booster-stage-atlantic,non - malicious
txdot.lib.utexas.edu/,non - malicious
jonathanturley.org/2011/04/01/army-sergeant-convicted-of-threatening-a-judge-due-to-one-line-in-a-song/,non - malicious
en.wikipedia.org/wiki/Vietnam_War,non - malicious
miningforthetruthinmelancthon.blogspot.com/,non - malicious
st-ives-ceramics.co.uk/potters.asp?view=Francoise%20Dufayard,non - malicious
youtube.com/watch?v=hekL0DCUxpk,non - malicious
yourottawaregion.com/what's%20on/article/259704--ctv-s-dr-marla-shapiro-in-kemptville,non - malicious
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0006315,non - malicious
yasni.com/naima+kamel/check+people,non - malicious
http://www.vfleberstadt.de/index.php?option=com_content&view=article&id=51&Itemid=55,malicious
bottomlinecom.com/kcnews/alexroleatkshbchanges.html,non - malicious
http://www.evasteinberger.at/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5ldmFzdGVpbmJlcmdlci5hdC9kZS90dXJuaWVyZS0yMDEyLmh0bWw=,malicious
amazon.com/David-Bowie-Reality-Tour/dp/B00064AEOC,non - malicious
http://www.ant-u.com/index.php?option=com_content&view=article&id=58:l--r&catid=25,malicious
allposters.co.uk/-st/Helene-Leveillee-Posters_c117522_.htm,non - malicious
bizjournals.com/kansascity/news/2010/12/08/bannister-mall-sites-latest-plan.html,non - malicious
myhugeclit.com/female/female-bodybuilders/,non - malicious
ckuik.com/Kabhi_Alvida_Na_Kehna,non - malicious
en.wikipedia.org/wiki/Joan_I_of_Navarre,non - malicious
http://nypost.com/2014/06/16/bridge-failures-snarled-metro-north-service-175-times-in-ct-last-year/,non - malicious
http://engine32truck16.com/truck-16.html,malicious
http://9779.info/%E5%B0%91%E5%84%BF%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious
scarlettjohansson.org/movies/themanwhowasntthere.htm,non - malicious
crossdresserclub.com/home/printthread.php?t=2851&page=3&pp=40,non - malicious
http://apoiojur.com.br/index.html,malicious
myspace.com/imusicidemontrealcho,non - malicious
http://www.honarcinema.com/index.php?view=article&catid=1:latest-news&id=4366:2012-07-17-13-44-04&format=pdf&option=com_content&Itemid=1,malicious
broadwayworld.com/gallery.cfm?letter=a,non - malicious
http://www.zibae.ir/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy56aWJhZS5pci9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD02NTM6MTM5MS0xMS0wOC0wOC00OC0yNyZjYXRpZD0xMjoxMzg5LTA5LTI5LTA3LTQzLTMw,malicious
engineering.com/Library/tabid/78/Default.aspx,non - malicious
drscore.com/Georgia/Cardiology/search/William-Weintraub_10791399.html,non - malicious
dvbs.eu.org/perrault/,non - malicious
http://www.lynnemarkham.com/sejeal.jpg,malicious
http://www.eendrachthummelo.nl/index.php?option=com_contact&view=contact&id=6:karin-heijting&catid=12:contacts&Itemid=55,malicious
sunlifebuilding-phil.com/,non - malicious
italy-weather-and-maps.com/,non - malicious
digital-copyright.ca/node/5337,non - malicious
518fever.com/,non - malicious
vaughnclark.com/,non - malicious
manta.com/ic/mt6v6sz/ca/universite-du-quebec-a-montreal,non - malicious
http://www.collectif-potager-wimmenau.fr/index.html?page_id=36&replytocom=21,malicious
http://serverfault.com/questions/674326/remote-location-management-copy-and-install-large-software-updates-to-50-lan,non - malicious
missouridairygoats.com/,non - malicious
http://img010.hc360.cn/g1/M01/41/73/wKhQMVHabJKEHondAAAAAFmPcEE181.jpg,malicious
en.wikipedia.org/wiki/2000_Oakland_Athletics_season,non - malicious
vitals.com/doctors/Dr_Vanoy_Smith.html,non - malicious
owha.on.ca/news_release_helmet_recall_08.asp,non - malicious
robinhoodfilms.com/thecasinojob.htm,non - malicious
smithgroup.com/?id=415,non - malicious
http://9779.info/%E8%9D%8C%E8%9A%AA%E6%89%BE%E5%A6%88%E5%A6%88%E5%89%AA%E8%B4%B4%E7%94%BB/,malicious
hockeyfights.com/players/16890,non - malicious
http://boltamproperties.co.za/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=4&sobi2Id=84&Itemid=58,malicious
findpeoplesearchonline.com/rhodeIslandpeoplesearch-RI/findpeoplerhodeIsland.html,non - malicious
facebook.com/john.m.whitcomb,non - malicious
http://www.pi4wag.nl/index.html,malicious
http://www.newstudy.net/community/Web_nMngr.aspx?acaidx=0&board_idx=360&pn=1&sflag=1&mflag=NOT&where=&keyword=,malicious
http://dyetr.com/index.php?option=com_content&view=article&id=65&Itemid=56,malicious
http://www.e-komotini.gr/index.php?option=com_mtree&task=rss&type=listnew&cat_id=0,malicious
discountcheapaccessories.com/rubies-costume-co/best-buy-rubies-costume-co-womens-secret-wishes-tarzan-hunter-jane-costume.html,non - malicious
cartoonhalloffame.org/2005/12/iwerks-ub.html,non - malicious
ohwy.com/mo/m/mocity.htm,non - malicious
aveleyman.com/ActorCredit.aspx?ActorID=3389,non - malicious
fraser.stlouisfed.org/publications/holc/,non - malicious
u.tv/Sport,non - malicious
http://www.ic-delta.ru/portfolio/item/8,malicious
audiorecordingschool.com/blog/category/game-audio/,non - malicious
en.wikipedia.org/wiki/Bryan_Fogarty,non - malicious
direct.imagedepositgateway.com/sendpoint/,non - malicious
guardian.co.uk/football/2011/mar/27/international-friendly-brazil-scotland,non - malicious
en.wikipedia.org/wiki/Edward_L._Beach,non - malicious
linkedin.com/pub/dir/richard/geary,non - malicious
familytreeassistant.com/surnames/Carpenter-family-tree.html,non - malicious
http://rt.com/in-vision/nepal-earthquake-aftermath-ruins/nepal-besi-earthquake-dhading/,non - malicious
http://www.ibericoscalama.es/index.php?option=com_mailto&tmpl=component&link=55059afb44966eaabd75597a284a0e2a573f91fc,malicious
http://www.vco.org.au/professional-development.1,malicious
investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=857569,non - malicious
http://mahshov.com/index.php?option=com_content&view=article&id=21&Itemid=19,malicious
local.yahoo.com/info-14553240-ymca-fort-myers,non - malicious
http://web.de/magazine/unterhaltung/adel/royal-baby-2/daily-kate-augen-royalen-baby-bauch-30205922,non - malicious
isthisyour.name/directory/fullnames/ma~batten.htm,non - malicious
youtube.com/watch?v=mODdgpExRig,non - malicious
http://www.musimagen.com/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=30&limitstart=20,malicious
dirtyhippiesoaps.com/?p=ingredientkey.html,non - malicious
pul.se/Web-Rumblings-Buffalo-Bills-Links-12-29-Aaron-Carter-6ZW6eaHH8EZS,non - malicious
russmeyer.com/,non - malicious
hockeydb.com/ihdb/stats/pdisplay.php?pid=115417,non - malicious
bleacherreport.com/articles/895379-texas-football-5-things-we-learned-from-the-longhorns-loss-vs-oklahoma-state,non - malicious
http://www.thetunes.nl/tour/details/5-koninginnedag-2010,malicious
usidentify.com/l/ehle,non - malicious
bellingram.co.uk/properties/sale?area=Argyll+%26+Bute,non - malicious
chacha.com/question/how-tall-is-john-mayberry-jr,non - malicious
classmates.com/directory/college/Le%20Moyne%20College?org=17044951,non - malicious
poptower.com/chelsea-peretti-picture-35640.htm,non - malicious
cduniverse.com/productinfo.asp?pid=7707999,non - malicious
vancouveradvertising.blogspot.com/,non - malicious
http://anvari.co/index.php?option=com_morfeoshow&task=view&gallery=3&Itemid=683,malicious
en.wikipedia.org/wiki/Lise_St-Denis,non - malicious
forums.corvetteforum.com/great-lakes/2935112-west-mich-covered-bridge-fallasburg-cruise-sat-oct-22-a.html,non - malicious
en.wikipedia.org/wiki/List_of_H_postal_codes_of_Canada,non - malicious
genforum.genealogy.com/wyatt/all.html,non - malicious
flyfreedomaircharter.com/,non - malicious
flickr.com/photos/caseymckinnon/3121023513/,non - malicious
pipl.com/directory/people/Beryl/Anthony,non - malicious
imdb.com/title/tt0409847/,non - malicious
stubhub.com/gilles-villeneuve-circuit-event-tickets/details/?venue_config_ID=7454,non - malicious
fightingsioux.com/,non - malicious
thesubversivesounds.blogspot.com/2007/02/buggs-beetle-beat.html,non - malicious
gamestats.com/objects/055/055042/,non - malicious
http://www.711100.com/app/member/SportOption.php?uid=guest&langx=gb,malicious
facebook.com/maryseouellet.83,non - malicious
videosurf.com/calcutta-india-242151,non - malicious
nikon.bungie.org/,non - malicious
http://www.mariettachurchofgod.com/get-connected/missionsmarietta.html,malicious
facebook.com/KCURKansasCity,non - malicious
gojukarate.biz,malicious
faqs.org/patents/app/20110047854,non - malicious
knac.com/article.asp?ArticleID=4653,non - malicious
http://schertzauto.com/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=1.9.11,malicious
lifeskate.com/skate/2010/09/nbc-sports-announces-2010-grand-prix-of-figure-skating-schedule.html,non - malicious
http://www.bissfest-marburg.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5iaXNzZmVzdC1tYXJidXJnLmRlL3Rlcm1pbmUuaHRtbA==,malicious
en-gb.facebook.com/matthew.mulligan,non - malicious
huskers.com/ViewArticle.dbml?DB_OEM_ID=100&ATCLID=68185,non - malicious
http://nguyentandung.org/vu-viec-tranh-go-sua-o-ha-noi-xu-ly-cham-do-doi-interpol-tra-loi.html,non - malicious
http://zeitfeist.de/youtube/91-hip-hop/631-kool-savas-der-beste-tag-meines-lebens.html,malicious
high-schools.com/schools/100696/notre-dame-de-sion.html,non - malicious
prosdyuqnsdwxm.intend-incredible.ru,malicious
accesshollywood.com/denis-ohare,non - malicious
a2zyp.com/Government+Offices-County/NJ.php,non - malicious
http://gawker.com/report-north-korean-defense-minister-executed-for-slee-1704127405/module/,non - malicious
http://www.tpsofficefurniture.co.uk/reception-waiting-room.1,malicious
http://udn.com/news/story/7321/900837-%E9%AB%98%E9%9B%842%E8%AD%B0%E5%93%A1%E7%95%B6%E9%81%B8%E7%84%A1%E6%95%88%E4%B9%8B%E8%A8%B4-1%E5%AF%A9%E9%A7%81%E5%9B%9E,non - malicious
amazon.com/Asian-American-Actors-Histories-Television/dp/0786407301,non - malicious
en.wikipedia.org/wiki/Notre-Dame-de-Gr%C3%A2ce%E2%80%94Lachine,non - malicious
rentalboatcharters.com/264,non - malicious
wn.com/2011_IFAF_World_Cup,non - malicious
myspace.com/cinemalamour,non - malicious
rollingstone.com/rockdaily/index.php/2009/04/13/pearl-jam-beastie-boys-dave-matthews-band-headlining-san-franciscos-outside-lands-festival,non - malicious
2.statcan.ca/census-recensement/2006/dp-pd/prof/92-595/p2c.cfm?TPL=INDX&LANG=E,non - malicious
blackle.com/,non - malicious
